id,groups
205722,10
219038,10
246104,10
180308,10
258656,10
200049,10
292483,10
48060,10
72745,6
117301,9
70474,10
141171,10
234687,10
218054,10
234453,7
231535,10
52966,10
99105,9
43004,6
172527,10
215814,9
146638,10
291689,10
66523,10
229659,10
260140,10
111628,1
284385,10
189119,10
45960,10
166094,10
282086,10
69113,10
68797,10
20211,10
160095,10
12305,10
84098,10
153036,10
202583,0
171416,10
70505,10
266002,10
69823,10
272028,10
170943,10
274174,10
29118,10
88360,10
35730,10
101492,9
235201,10
82339,9
233913,6
251007,10
226634,10
87962,10
69851,1
161589,10
136541,10
251462,10
91381,10
144487,9
289200,6
89429,10
13076,9
34343,10
262793,9
176227,4
277651,10
219911,10
81411,10
69128,10
142678,10
205837,10
73513,10
249069,10
225892,10
271971,10
130198,10
75149,10
143372,4
148421,0
43215,10
66787,10
166016,10
167022,10
12413,7
173305,10
278569,10
247857,0
163968,10
75181,10
114117,10
251608,10
102122,10
27830,9
54596,10
100710,6
28521,10
237187,10
211390,10
267664,10
143366,9
91347,10
131614,10
171337,1
58105,7
247078,10
263205,10
89690,6
169203,10
103610,9
158981,10
147284,9
179416,9
281624,10
238623,10
142579,10
282719,10
80053,10
147667,10
285325,7
217680,10
107954,10
215640,6
123509,10
187378,6
144260,10
212739,10
131361,10
88016,10
57933,10
149954,10
16453,10
117883,7
151842,10
292690,10
211109,10
276245,10
87795,10
239172,10
129530,4
236143,4
139979,10
127438,10
17765,10
265607,9
71317,10
137052,10
187136,10
209118,10
115101,10
45373,9
178750,10
161645,10
221838,10
230800,0
19910,10
188791,10
24739,10
234183,10
270932,10
108112,10
32283,7
210178,0
260020,10
67000,10
117930,9
212512,10
81988,10
215121,10
109655,10
140320,10
219290,10
172391,10
83848,10
268869,10
254927,10
211570,10
177213,10
98710,6
94698,9
24605,9
285001,10
190146,10
110278,10
189139,10
181521,10
26292,10
185727,10
22742,9
146431,10
182407,9
62007,6
262280,0
53553,10
184699,10
62006,10
106977,10
205041,10
93815,10
242018,9
74225,10
192143,10
192978,9
22823,10
162544,10
88524,10
170365,10
186455,10
240884,6
140189,10
269289,10
173203,10
32729,10
238811,10
153047,10
120925,10
147477,10
34276,10
89752,10
215657,9
102668,10
107210,10
146752,10
25576,10
54045,10
141235,10
184119,1
129418,10
146004,10
43647,10
56204,10
289299,9
42505,10
165661,9
122960,10
285982,10
178775,10
195051,10
200991,10
168069,6
257482,9
92932,9
161570,10
194618,10
125529,10
164156,10
225965,10
162504,10
165132,10
86551,9
25114,4
92403,9
268310,10
138716,10
268901,10
121585,10
169595,10
202728,10
105682,6
264641,10
248321,10
106453,9
105297,10
82546,10
100211,10
262117,10
15863,4
283428,10
117923,10
149139,10
164010,10
213835,10
107532,9
248446,10
76998,10
281035,0
83841,10
115254,10
286319,10
83254,10
189109,10
254936,10
128809,10
177630,9
123877,10
61743,10
69540,10
142875,10
114294,10
256088,10
89733,10
147490,10
258758,3
264800,10
94682,10
100443,6
76641,10
195116,10
60294,10
40434,10
249845,10
147483,10
245484,6
95500,9
247053,6
15875,10
132826,10
116113,10
145939,1
27416,10
48412,10
17441,10
133920,10
85622,10
59300,10
158934,10
81575,10
99622,10
92710,9
206776,10
53896,10
55793,10
151950,10
184265,10
126459,10
92418,10
150081,10
94719,10
228323,10
26932,6
269855,10
150088,10
164110,9
266900,10
87655,10
271853,10
256717,10
106454,6
171692,9
272651,10
39964,7
16768,10
40298,10
96747,10
251273,10
139752,10
267681,10
155643,10
270943,10
113015,4
30517,10
137281,9
47515,10
266100,10
167666,6
18731,10
257717,10
20979,9
286212,10
42641,10
136633,10
43854,10
189274,10
244431,10
101764,10
265462,10
263904,10
258907,4
254221,10
170646,10
145397,10
262264,10
104178,10
83491,10
189293,10
264669,10
96808,10
122205,10
146415,9
18009,10
234117,10
92754,10
145296,10
197373,3
66934,10
152199,10
250408,10
264418,10
251644,10
92915,10
193121,10
199841,10
43475,10
273887,6
135437,10
67451,10
226956,10
277605,10
143017,10
177248,10
75430,7
41831,10
216340,10
202097,6
232113,10
125623,10
140126,10
224611,10
16506,10
202002,10
279761,10
122613,9
284717,10
52707,10
177680,10
129640,10
167939,10
15736,9
185331,1
14685,10
284603,6
135468,0
17677,10
70189,10
100041,10
235532,10
83331,10
257540,10
142580,10
34419,10
82389,10
196935,10
46710,10
16894,10
262075,10
265866,10
30048,10
191287,10
130897,10
190277,10
11716,6
167777,10
134659,9
75104,10
195240,10
234690,10
35876,10
58239,10
78929,10
153551,4
124923,9
170389,10
292393,4
151755,10
272456,10
63865,10
278204,10
27772,10
196831,10
94351,10
76877,10
237165,10
140386,10
48776,10
271243,10
17585,6
136661,10
172770,10
72897,10
207965,10
117860,10
128548,9
217191,10
48202,10
104287,9
289813,10
201329,10
120001,10
198008,10
122761,1
12627,10
199603,10
171376,10
284477,10
234717,10
52908,10
187885,10
14407,7
110430,10
42159,10
89976,10
266809,10
11107,10
135335,10
120368,10
74430,10
13066,10
168482,9
276389,9
149455,10
204358,10
186301,10
211560,9
42253,10
149889,10
162057,10
98640,10
142086,10
185153,10
139424,10
30173,10
163690,10
170064,10
204967,7
51062,10
86658,10
177556,10
67406,7
112682,10
52577,10
161689,10
189634,10
157123,10
202946,10
186892,10
173115,10
287454,10
287316,9
157000,10
62837,6
226946,10
18121,10
213435,10
278761,10
151393,6
63787,10
190410,7
256033,10
184594,10
42270,3
145650,9
257719,10
192334,10
218964,10
25161,10
287907,10
92838,9
118706,3
181321,10
115245,3
76403,10
197939,10
187457,7
43510,10
60965,10
157076,10
56362,10
167202,10
18119,6
277964,10
209482,0
75201,10
249545,10
108362,10
68640,10
155070,10
226284,10
66201,10
99102,9
230108,9
30836,6
35029,10
196797,10
85423,10
255852,10
64303,10
54305,1
15993,10
171273,10
61482,10
116736,10
134066,10
249574,10
56487,6
185760,10
102934,10
125216,10
233668,10
102712,10
214576,10
186654,10
261329,10
154631,10
50454,10
100672,7
162938,10
59850,4
151120,10
101222,10
139904,10
138781,6
68148,1
143138,1
269862,10
29016,10
176353,9
251634,10
130919,10
142544,10
268430,10
268325,10
262792,10
85086,10
134777,10
88935,10
119787,10
237777,10
161818,10
241514,10
195645,10
255933,4
43322,10
197768,10
230141,10
39376,10
99120,9
244298,10
175924,10
92179,10
142601,10
133410,10
116656,9
27166,10
119521,10
222012,9
103366,4
71970,9
23007,10
66246,10
60950,6
13819,10
156092,10
182755,10
253793,10
161021,4
249097,10
247886,6
50123,10
277539,10
149684,6
92335,3
74727,9
229203,10
143609,7
20083,10
213763,10
204866,10
153057,7
272383,10
90272,6
167156,10
40316,10
58646,10
245566,0
119343,10
26530,10
18675,10
269594,10
168932,10
250744,10
143064,6
102707,0
32507,10
153067,10
148420,10
224738,6
71553,10
49242,6
42531,4
69465,4
197575,7
235049,10
26120,2
169818,10
153186,9
242434,10
152189,10
149032,10
47201,10
190922,9
268816,10
28218,10
97532,10
174033,10
145003,10
160480,10
165175,9
29790,10
142927,6
216092,7
252734,10
39542,10
25717,10
134169,10
31680,6
282916,10
248569,10
69398,10
159550,10
120989,3
228492,10
278303,9
266815,10
73313,6
73070,10
238638,0
96779,10
183855,10
165188,9
144872,10
106265,10
182062,10
103591,10
256258,10
102828,10
275439,10
91780,10
138361,9
216303,10
258430,10
111301,10
123743,10
243599,10
87489,10
244163,10
62350,10
103601,3
168640,10
238724,10
271184,0
144032,6
17617,6
198021,10
177428,10
257562,6
135615,10
139335,10
233261,10
104646,0
161504,10
267479,10
55410,10
103157,10
150419,3
99242,10
145723,10
238680,10
202161,3
48867,10
253947,0
224433,10
254808,10
206885,6
114676,10
252393,4
206595,1
205898,10
140039,10
234082,10
122864,10
87302,6
27588,10
219196,10
192294,10
50383,10
246956,10
260852,10
47218,10
121567,10
255569,10
254303,10
124831,10
69363,10
252654,10
34445,10
28423,10
63473,10
224967,9
55487,10
101823,10
258318,10
14980,10
12879,10
104798,10
225414,6
276171,10
58177,10
108116,10
142996,10
164871,7
125634,10
222608,9
232898,10
192500,9
96000,10
97630,10
242262,10
225704,10
54390,10
250154,10
71637,6
268955,9
65891,10
242209,9
231001,10
232061,10
144522,10
95976,10
266971,10
33561,0
54387,10
66637,6
288766,6
265524,9
117894,10
29147,4
240903,10
209692,10
20457,10
132570,10
136668,0
280439,10
65943,10
126657,10
214879,10
148300,10
256831,10
206461,10
83820,10
195040,10
100170,10
292329,10
242398,10
46030,9
251221,10
207570,10
267170,10
280805,10
150185,9
275473,10
149387,10
247752,10
230688,10
249299,10
187138,10
159975,10
254452,10
65921,6
236041,4
284767,10
201912,10
211589,10
218449,10
100333,10
131227,10
50868,9
268897,10
54463,10
242362,10
76148,10
22636,10
107172,10
169765,10
61772,10
39923,10
23917,10
156937,10
130827,10
70674,10
270351,10
286139,10
63201,9
190499,9
153307,10
190526,10
83786,10
286079,7
15457,10
83182,10
185345,3
66399,0
137177,9
183128,10
236697,10
109750,10
218476,10
231859,7
77588,10
211404,10
30857,10
60524,10
72202,10
197966,10
199384,10
156933,10
291361,10
244210,10
291448,10
97092,10
103497,10
263717,10
52559,10
147695,10
200001,1
159533,10
130705,10
196849,10
231340,4
161221,6
124330,10
105198,10
162575,10
256997,10
74718,10
221002,10
127084,9
224254,10
163456,10
247252,9
205690,10
124006,10
171050,9
150600,6
163475,10
113564,10
246878,10
93841,9
208051,6
40837,10
171729,9
287998,10
90548,10
200481,10
17559,10
257576,10
176828,10
89098,10
71101,10
102846,10
229558,4
140568,0
173488,10
79998,10
66385,10
246095,10
48886,10
109442,10
68791,10
284404,10
169561,6
96533,10
36844,10
225116,10
175631,6
240123,10
205455,6
171307,10
227610,10
65325,10
216369,7
52915,10
45191,6
198658,3
209758,10
219807,10
99625,10
119249,10
27018,10
133033,9
102398,10
40663,10
190216,10
190903,10
87940,10
266203,10
208057,10
163279,10
259590,10
104921,10
24458,10
70154,10
173596,6
81849,10
264062,10
75368,10
141632,10
187425,10
40427,10
127513,10
65728,10
106962,10
63367,10
45386,6
42847,10
256109,9
279477,10
282082,10
253973,10
59304,10
216143,10
94762,10
104065,10
200136,0
80050,10
124535,4
54472,7
86548,10
30231,10
207795,10
209755,10
234505,10
279196,10
92632,0
241931,10
184343,10
290149,10
151266,9
112376,10
127516,10
107241,6
237594,10
45517,10
264108,9
183087,10
259604,7
164955,10
264495,10
276999,6
63475,1
269429,10
115546,10
61258,10
263267,3
176712,10
126433,10
114834,10
70088,10
65848,10
43134,9
107936,10
204578,9
144241,10
39164,6
35426,10
220560,10
20825,10
242581,10
15908,10
247182,10
288869,4
39318,10
27604,10
160326,7
139088,6
226713,7
266204,0
71262,3
161406,10
59377,10
272345,10
52695,10
253302,10
12895,10
152653,9
288996,10
194413,10
185304,7
100372,10
246100,9
229845,10
82593,10
53533,6
63694,10
272839,10
15982,10
228140,10
120355,10
130565,7
131071,10
207512,10
279115,10
82906,10
196370,9
222030,10
212787,10
219746,10
282947,10
157355,10
49738,10
148717,10
279044,10
281945,6
24812,10
200343,10
163579,10
80545,10
144504,10
282956,10
131729,10
43019,10
279126,10
262640,10
104510,0
154996,9
226673,10
133311,10
239044,10
146293,10
78687,10
183385,10
272576,10
179132,10
226671,3
132069,10
54454,10
174701,9
265151,3
65762,7
29278,10
118721,10
80542,10
13089,10
86217,10
256037,10
80145,10
289275,10
71107,10
256327,10
94879,10
171240,6
149320,10
192464,10
263348,10
204686,10
63649,10
204377,10
143890,10
58638,10
289674,10
268798,10
18403,10
136389,10
257278,10
151520,10
200413,10
162954,10
221603,10
91458,10
115728,10
128103,6
207542,4
26963,10
19880,10
119254,6
225259,10
170578,10
200653,10
266440,10
288416,10
39218,10
283069,7
12400,9
241997,10
289680,10
268625,10
87853,10
92588,10
215954,10
187548,10
207850,10
113939,10
128206,4
209695,9
257343,10
178949,10
272855,10
148572,10
127193,10
204436,10
107928,9
207883,1
261624,10
135212,10
139563,10
43000,10
13155,10
119571,10
163102,10
229118,9
232150,10
144717,10
207489,10
63910,10
288348,6
281932,0
12602,10
178565,10
152491,10
137226,10
109019,10
203891,10
133710,10
83393,10
165991,10
198413,6
271993,10
81343,10
282925,10
246122,10
78823,10
61414,10
178656,10
204930,10
102256,10
77222,10
263792,10
23957,10
236933,10
150232,7
96566,10
205449,10
278757,10
291127,10
52457,10
15524,10
164012,10
184176,10
224195,10
129522,10
291089,10
134225,10
125108,10
273268,10
291080,10
65074,9
273257,9
264623,10
275158,0
101265,10
80940,10
130687,10
284738,9
140542,10
252116,10
90021,10
145783,10
146336,10
186286,10
172143,9
61945,10
220030,1
18874,10
195332,10
77978,10
218637,10
224297,10
273883,10
10838,10
231369,10
54171,7
174961,1
74119,10
143408,10
130165,10
276541,9
85119,10
276300,10
115230,7
273378,10
202594,4
59829,10
249880,10
274968,10
257928,10
281214,10
172982,6
57718,10
105698,10
196480,10
286695,6
176131,10
70390,10
83988,10
131683,10
41681,10
121243,9
56964,10
55534,10
175465,10
243805,9
33827,4
172040,10
186132,9
122649,10
235688,10
17820,10
271575,10
243127,10
229688,10
138148,9
50586,10
267908,10
211823,10
138157,10
123254,10
179404,10
18135,10
153855,6
23165,1
34533,10
39562,10
58022,10
91895,10
285332,9
283980,10
221270,10
126359,10
71986,10
111250,10
88424,10
263666,9
136798,10
47227,10
237022,7
292414,10
154583,10
214611,10
264319,10
85245,10
77916,10
208938,10
276029,10
158080,10
149734,10
93919,10
205894,10
36909,10
170294,10
270586,9
54923,6
205902,6
73351,10
250481,9
197428,10
86840,6
252364,10
154348,10
166986,10
14537,10
52489,10
273909,10
109891,10
170758,6
232671,7
111239,0
226211,4
78081,10
254702,10
76543,6
264704,10
199175,10
217466,10
194932,10
72506,6
160088,10
181974,10
79839,10
267448,10
82739,10
192734,10
64635,10
123612,10
33860,10
75141,10
45931,7
164171,0
129720,9
228899,10
271173,10
72437,10
85172,10
31252,10
170163,10
222358,10
217463,10
127832,9
23732,10
202222,10
82944,10
73360,10
21313,10
19121,10
41973,10
93720,10
88830,10
196532,10
231345,10
67977,10
44520,6
61764,10
273439,10
183862,10
192991,10
154452,10
198699,10
126647,10
153347,10
254127,10
247029,10
133245,10
217176,9
21915,10
109882,7
137545,10
291397,10
62283,10
147998,10
128422,10
162598,10
160659,1
262147,10
180016,10
178078,4
118930,10
127362,10
154379,10
79438,10
117712,10
221082,10
236742,10
284268,10
198825,10
57992,10
198715,9
55694,6
176270,10
57991,10
285568,10
213340,10
248328,10
154418,10
106555,10
217002,10
201446,10
264305,10
113608,10
88509,10
265639,10
143776,10
92055,10
23244,10
217161,10
76742,10
71988,3
157522,10
133204,4
157775,10
48773,10
97927,10
94208,3
281598,10
179857,7
240647,10
124231,10
197027,10
13720,10
177383,10
195371,3
253366,3
192042,10
98391,10
235944,10
64135,10
229215,10
270828,10
237385,10
231589,1
209427,2
211160,10
64920,10
29341,10
130080,10
112323,7
194062,10
134069,10
80379,10
164419,10
52192,10
148776,10
39423,10
278926,10
48360,10
189825,10
54965,9
147520,10
264011,0
137314,10
97107,10
115336,10
168269,10
165577,10
167523,10
150084,10
51275,10
139956,10
210543,7
107188,10
257163,10
278476,10
224796,10
90244,10
150016,10
233698,10
48833,10
169989,10
177824,10
248947,10
186693,9
85022,6
283444,10
209464,6
187368,10
206330,7
283438,10
73810,3
156794,10
111489,9
80403,10
292746,6
11951,9
129839,10
127967,10
184274,10
65550,3
173724,10
271830,10
228746,10
241717,10
173098,10
28607,10
237426,9
86367,10
268182,6
213638,10
123331,7
203104,7
276072,10
219864,10
280254,10
71194,10
104872,10
102108,10
240685,10
101446,10
137614,6
183927,10
11893,10
257734,10
171567,7
215011,4
89930,10
235908,10
247948,6
270851,4
267055,10
195132,4
252684,9
183819,10
86652,10
144166,3
122727,4
270045,9
31075,10
205154,10
211667,10
292513,10
227094,10
235081,0
127908,10
281394,10
195481,10
41080,7
115836,10
134145,10
108897,4
283716,10
284817,10
86557,0
11679,9
190849,10
179889,6
40115,7
130979,9
131062,4
240613,10
71537,3
19329,10
263819,10
164545,4
111601,0
112473,10
173837,10
76368,10
69637,6
177685,9
20037,10
53434,6
254521,10
52429,9
264412,10
169326,10
37818,9
258887,10
53278,9
224934,10
73049,10
255111,7
93459,10
240619,9
122397,10
227714,10
219701,10
83736,10
256494,10
283787,10
117980,10
184731,10
185333,6
51669,10
205214,10
166883,7
130111,10
13822,10
83999,3
250714,10
139597,10
182391,10
208521,9
201855,6
221323,10
209720,10
145093,10
133879,9
271121,10
221208,10
218311,10
54532,10
70080,10
255192,10
166520,10
198982,10
81250,10
274798,3
160029,10
270912,10
124661,9
123776,10
186198,10
154024,10
101754,10
209673,10
81542,0
89894,9
285776,1
102137,10
111004,9
23449,0
110943,10
120211,10
284482,10
275402,9
53251,10
99584,10
224668,10
170170,10
130309,10
232932,1
33870,9
154134,10
133202,10
14900,10
93747,10
162249,10
240531,10
183940,10
279136,10
153648,10
224573,4
112001,10
214113,10
35353,10
227453,10
214891,10
15106,10
83048,10
223937,10
83887,1
206162,9
29599,10
253643,9
33881,10
191471,10
125482,10
270805,0
193400,3
161401,7
117853,7
230363,0
221092,3
234153,9
135841,10
191470,0
18878,9
240429,10
49471,10
138356,10
40685,10
59690,10
234108,10
153801,10
240828,1
137026,7
233070,10
179644,10
92735,10
186389,10
33939,10
154210,10
63403,10
106064,10
154095,9
179861,10
36426,7
191797,7
206335,10
288347,10
187050,1
83854,10
144751,10
179871,10
79756,10
23556,6
133555,10
270766,9
170203,10
153715,10
224535,10
135290,10
218806,10
153687,10
271082,4
260664,10
132316,10
288462,4
41492,0
124477,10
257391,10
180881,7
240471,10
218909,9
136644,10
204222,10
157688,10
105076,10
190718,10
178962,10
19599,10
154163,10
205928,9
249450,10
240815,10
157674,10
121158,10
128608,10
54873,7
138136,10
127341,10
66132,9
220790,10
56545,10
239589,10
130405,10
253276,10
83278,10
215539,0
41062,10
35476,10
66123,9
56554,10
133049,10
283653,10
249732,10
162792,10
210631,10
145828,10
287022,10
20935,10
87038,10
88257,9
100084,10
84989,10
173772,10
190452,10
121285,10
233815,3
277805,10
15732,10
170371,10
118212,10
130408,10
249815,10
104369,10
179097,10
58462,10
167653,10
283190,4
287772,10
283183,10
215497,10
104975,1
253856,9
283180,10
207380,10
283964,6
79694,10
269537,10
250984,10
215866,10
196368,10
257123,10
13933,0
126375,10
56574,10
108615,9
84979,10
63085,10
226903,10
94063,10
68224,10
39100,10
215864,10
270092,10
77681,10
135645,10
61691,9
62825,9
198415,10
220825,10
259994,10
187380,10
24256,1
53458,9
122677,10
239224,10
13552,10
128783,10
204844,7
139090,10
269750,10
148740,9
100267,10
278967,10
72552,10
269831,0
261254,9
147144,10
56462,10
287372,10
152706,9
271844,10
260004,10
24211,10
241763,10
152674,10
68190,10
186120,10
77751,10
245669,10
225567,10
259998,10
45659,10
114847,9
96456,10
152603,10
32309,7
42281,10
28083,6
15789,10
166403,10
88992,3
36264,10
283537,10
159678,6
119309,10
219703,10
108533,10
269655,10
61561,9
261230,0
85977,10
204808,10
145229,10
152641,10
13514,10
287229,10
195281,10
192152,10
283486,10
189376,10
287191,10
145619,0
101428,10
94218,6
81351,9
257244,10
275232,10
128754,10
35358,9
287819,1
98805,10
265709,10
36390,9
191416,10
63250,10
212360,10
210364,10
51715,10
210002,10
130016,10
270395,10
19147,10
233285,10
285989,7
29227,10
136727,10
207495,1
41257,10
78006,10
204450,10
153392,10
284237,10
154420,10
93244,10
263328,7
13158,10
126328,10
238816,10
51169,10
63230,9
139693,10
245046,10
284264,10
55148,10
164928,4
26621,10
227875,10
107635,10
88817,9
59600,10
224979,7
282981,10
75614,9
98499,10
78689,3
36103,10
120942,10
206674,7
198783,10
126319,10
56753,10
106560,6
134605,10
18521,7
212370,10
115481,9
28045,10
152283,10
19549,10
278145,10
119385,10
214216,9
23279,10
284395,4
165966,10
72426,7
144852,10
187223,10
146044,10
94533,10
94485,10
83283,10
245433,10
269371,10
209926,10
265786,10
157567,10
239898,10
176985,10
277991,10
123799,10
120907,10
153198,10
53500,10
54217,10
159800,10
29946,10
199425,10
90911,10
42600,10
79632,10
86803,10
238948,10
85107,0
233446,10
257063,10
241920,10
286597,10
190826,10
31749,10
86450,10
159765,7
138179,10
169934,10
233921,10
89866,10
66074,10
249873,1
270236,10
283113,10
131749,10
41218,10
270280,10
255351,10
111061,10
284162,10
207473,10
161537,10
29916,10
88498,10
193517,10
170421,10
21096,10
55032,4
141226,10
88493,3
196840,10
270277,10
277509,10
131036,10
146948,10
257037,10
147078,0
63193,10
153295,10
199391,10
83947,10
128190,10
74887,10
251025,10
80756,10
166468,0
131541,0
199340,10
126168,10
31935,10
133629,10
112622,10
48291,9
236866,6
181805,10
55731,10
32510,10
252604,10
52348,0
52477,10
92316,10
20768,10
102185,10
127024,10
282210,10
281039,10
109708,10
114411,10
52685,10
69216,10
191677,9
237966,10
76835,6
248855,7
174737,10
56046,10
116943,9
189511,10
136213,10
184805,10
279445,10
75321,10
98935,7
54716,9
257628,9
182697,10
212984,6
94966,10
236890,10
201854,10
40430,10
266632,4
173021,6
275602,10
122536,10
87693,7
51331,10
97055,10
64886,10
105427,10
290161,6
44427,3
197641,10
172702,10
164544,3
64025,9
242579,10
92457,10
221970,10
67613,10
256099,10
201131,6
45001,10
46867,10
27245,10
252535,4
21767,10
188723,10
134959,10
160378,10
28768,10
129391,10
203153,10
198004,10
216384,10
251789,10
248707,10
17745,10
268236,10
255755,9
272608,10
106511,10
130584,10
213683,10
262170,10
116443,10
37002,10
177525,10
217492,9
31550,10
218652,9
132309,10
20182,10
243888,10
104293,10
20187,10
79307,10
35178,10
212006,10
80246,10
290210,10
65125,10
280425,10
86357,10
229863,9
144542,9
280123,1
224395,10
85788,10
27317,10
254194,4
216957,10
12430,10
246572,10
212800,10
100536,10
78857,10
273901,7
60104,10
220123,9
172879,10
275581,10
55711,10
20781,10
101722,10
137855,10
11281,10
273101,10
127051,10
27241,10
279774,9
230796,10
44701,10
231872,7
267597,10
182814,10
49953,7
186638,10
158853,10
44450,10
35021,0
55978,10
131500,10
273861,10
200609,0
183011,9
143260,6
31074,6
195967,10
248799,10
235618,10
176347,10
213761,7
161145,10
30788,10
184975,9
151368,10
235707,10
169263,10
151464,10
213014,10
262512,10
219834,10
234607,10
37829,10
137905,0
87199,10
275634,10
68973,10
40065,10
69200,10
289970,10
72879,10
192682,10
122183,10
87438,10
231755,10
116784,10
84222,10
246249,9
46992,10
258466,10
237674,10
29004,10
268361,0
105789,10
89652,10
246476,10
126532,1
243159,10
20351,10
45070,10
273859,10
32775,10
211095,10
146234,10
242750,10
87858,6
290006,10
193201,10
234710,10
114614,10
226542,9
129345,3
102361,10
151297,10
164570,10
244489,10
163521,10
229792,10
82105,10
27184,9
34364,6
267143,10
248210,10
244236,0
55584,10
228188,10
81165,10
259115,9
259113,10
231822,10
86629,10
130858,10
60699,10
36960,10
12294,10
273985,10
231700,10
222506,10
122550,10
111222,10
290131,10
193175,1
224352,4
145316,9
103262,10
85619,10
251753,10
192879,10
273750,10
289736,10
135904,10
146704,10
17980,10
48043,10
220208,10
127662,10
113355,10
176559,1
103361,10
17323,10
133819,10
181764,10
70896,10
216812,10
282032,7
191942,10
36838,10
72623,10
139900,10
172453,10
32599,10
103255,0
276569,10
76753,3
157169,10
219245,10
59187,7
55998,10
164460,10
243802,10
115950,10
213636,4
55407,10
213171,10
123970,10
237411,10
24717,10
132876,6
267197,10
183197,10
226693,10
36768,10
32862,10
149973,10
158963,10
86715,10
73222,1
177675,10
95643,0
249315,9
268830,7
59091,10
166339,9
280842,10
151043,10
201268,10
177837,10
151875,10
208870,10
220069,9
33170,10
211917,9
238257,10
288792,7
242435,10
11164,10
151828,10
144698,10
178074,10
196224,10
246673,9
114570,10
182931,10
248642,3
264612,10
209203,10
30681,10
63480,7
237319,10
73354,10
92603,0
231264,10
50222,10
288970,10
70228,10
155399,10
65764,10
113490,10
90795,10
30934,10
230671,10
181136,10
236394,10
76329,10
235436,10
203959,10
71290,10
132023,10
291871,10
259517,10
80956,10
94761,10
224764,10
191272,10
195217,10
166947,10
104652,10
276753,10
258594,9
44938,10
160516,10
55390,10
55889,10
149790,7
188899,10
167342,10
276014,10
289013,10
262647,1
276292,10
178026,10
125402,10
267194,6
194960,9
51099,10
80550,6
147279,10
127673,10
64216,10
164185,10
164629,10
209308,10
22293,10
290576,10
276132,10
280880,10
68641,7
275517,10
212777,10
89184,10
229595,10
128125,9
134391,10
171343,10
261969,10
86362,10
249323,6
122152,10
100324,10
143218,9
272527,10
69367,10
290719,10
224142,10
24688,10
151139,10
251376,6
63664,10
220298,10
226145,10
60324,10
18385,10
175186,10
217321,7
156930,10
189247,10
237192,10
49923,10
51338,10
243603,10
109605,10
109118,10
67852,10
22640,10
42862,10
243447,10
80301,10
159248,10
21541,10
277253,10
73457,9
275977,10
200267,0
210872,10
267999,10
224110,10
181889,6
16400,10
22246,9
68646,10
185810,10
68510,10
17536,7
116412,10
282449,9
268200,10
31612,10
118587,10
243588,10
292750,10
203121,7
192633,0
202285,3
266683,10
51463,10
208947,10
161270,10
218575,10
54607,10
217480,10
209612,10
76794,10
40187,10
31272,6
28746,10
276423,10
209418,10
176401,10
109526,3
207722,0
225085,10
198182,10
31031,9
92555,4
11902,10
274092,9
39800,10
172739,10
126394,10
176941,10
262004,10
230538,10
71761,10
120253,10
17122,10
237097,10
212516,10
131687,10
72234,10
142538,10
85853,10
116631,10
169018,4
130098,10
15141,10
211278,10
244269,10
81092,10
254509,10
59015,10
239471,10
120874,4
89428,10
116535,10
211184,10
156064,10
80255,10
72983,9
46022,9
240938,9
